363.827 371.601 0 9 1  1.0
364.05 371.497 0 9 1  1.0
364.275 371.397 0 9 1  1.0
364.502 371.302 0 9 1  1.0
364.731 371.21 0 9 1  1.0
364.962 371.122 0 9 1  1.0
365.196 371.039 0 9 1  1.0
365.43 370.959 0 9 1  1.0
365.667 370.883 0 9 1  1.0
365.906 370.811 0 9 1  1.0
366.146 370.743 0 9 1  1.0
366.388 370.678 0 9 1  1.0
366.632 370.617 0 9 1  1.0
366.877 370.56 0 9 1  1.0
367.123 370.506 0 9 1  1.0
367.371 370.456 0 9 1  1.0
367.621 370.41 0 9 1  1.0
367.871 370.367 0 9 1  1.0
368.123 370.327 0 9 1  1.0
368.377 370.291 0 9 1  1.0
368.631 370.259 0 9 1  1.0
368.886 370.23 0 9 1  1.0
369.143 370.204 0 9 1  1.0
369.4 370.181 0 9 1  1.0
369.659 370.161 0 9 1  1.0
369.918 370.145 0 9 1  1.0
370.178 370.132 0 9 1  1.0
370.439 370.122 0 9 1  1.0
370.701 370.115 0 9 1  1.0
370.963 370.112 0 9 1  1.0
371.226 370.111 0 9 1  1.0
371.489 370.113 0 9 1  1.0
371.753 370.118 0 9 1  1.0
372.017 370.126 0 9 1  1.0
372.282 370.137 0 9 1  1.0
372.547 370.151 0 9 1  1.0
372.812 370.167 0 9 1  1.0
373.078 370.186 0 9 1  1.0
373.344 370.208 0 9 1  1.0
373.609 370.233 0 9 1  1.0
373.875 370.26 0 9 1  1.0
374.141 370.29 0 9 1  1.0
374.406 370.322 0 9 1  1.0
374.672 370.357 0 9 1  1.0
374.937 370.394 0 9 1  1.0
375.203 370.434 0 9 1  1.0
375.467 370.476 0 9 1  1.0
375.732 370.521 0 9 1  1.0
375.996 370.568 0 9 1  1.0
376.26 370.617 0 9 1  1.0
376.523 370.668 0 9 1  1.0
376.785 370.722 0 9 1  1.0
377.047 370.777 0 9 1  1.0
377.309 370.835 0 9 1  1.0
377.569 370.895 0 9 1  1.0
377.829 370.957 0 9 1  1.0
378.088 371.021 0 9 1  1.0
378.346 371.087 0 9 1  1.0
378.603 371.155 0 9 1  1.0
378.859 371.225 0 9 1  1.0
379.113 371.296 0 9 1  1.0
379.367 371.37 0 9 1  1.0
379.62 371.445 0 9 1  1.0
379.871 371.522 0 9 1  1.0
380.121 371.601 0 9 1  1.0
380.421 371.698 0 9 1  1.0
380.718 371.797 0 9 1  1.0
381.013 371.899 0 9 1  1.0
381.307 372.003 0 9 1  1.0
381.599 372.109 0 9 1  1.0
381.889 372.218 0 9 1  1.0
382.177 372.329 0 9 1  1.0
382.464 372.442 0 9 1  1.0
382.748 372.558 0 9 1  1.0
383.032 372.676 0 9 1  1.0
383.313 372.796 0 9 1  1.0
383.593 372.919 0 9 1  1.0
383.871 373.043 0 9 1  1.0
384.148 373.17 0 9 1  1.0
384.423 373.299 0 9 1  1.0
384.697 373.431 0 9 1  1.0
384.969 373.564 0 9 1  1.0
385.24 373.7 0 9 1  1.0
385.51 373.838 0 9 1  1.0
385.778 373.978 0 9 1  1.0
386.045 374.12 0 9 1  1.0
386.311 374.264 0 9 1  1.0
386.575 374.41 0 9 1  1.0
386.838 374.559 0 9 1  1.0
387.1 374.709 0 9 1  1.0
387.361 374.861 0 9 1  1.0
387.621 375.016 0 9 1  1.0
387.88 375.172 0 9 1  1.0
388.137 375.331 0 9 1  1.0
388.394 375.491 0 9 1  1.0
388.649 375.654 0 9 1  1.0
388.904 375.818 0 9 1  1.0
389.158 375.985 0 9 1  1.0
389.41 376.153 0 9 1  1.0
389.662 376.323 0 9 1  1.0
389.913 376.495 0 9 1  1.0
390.164 376.669 0 9 1  1.0
390.413 376.845 0 9 1  1.0
390.662 377.023 0 9 1  1.0
390.91 377.203 0 9 1  1.0
391.158 377.384 0 9 1  1.0
391.405 377.567 0 9 1  1.0
391.651 377.752 0 9 1  1.0
391.897 377.939 0 9 1  1.0
392.142 378.128 0 9 1  1.0
392.386 378.318 0 9 1  1.0
392.631 378.51 0 9 1  1.0
392.874 378.704 0 9 1  1.0
393.118 378.9 0 9 1  1.0
393.361 379.097 0 9 1  1.0
393.603 379.296 0 9 1  1.0
393.846 379.496 0 9 1  1.0
394.088 379.699 0 9 1  1.0
394.329 379.903 0 9 1  1.0
394.571 380.108 0 9 1  1.0
394.812 380.315 0 9 1  1.0
395.054 380.524 0 9 1  1.0
395.295 380.734 0 9 1  1.0
395.536 380.946 0 9 1  1.0
395.777 381.16 0 9 1  1.0
396.018 381.375 0 9 1  1.0
396.259 381.591 0 9 1  1.0
396.5 381.809 0 9 1  1.0
396.741 382.029 0 9 1  1.0
396.959 382.228 0 9 1  1.0
397.177 382.429 0 9 1  1.0
