366.854 373.073 0 9 1  1.0
367.048 372.925 0 9 1  1.0
367.254 372.794 0 9 1  1.0
367.469 372.677 0 9 1  1.0
367.695 372.575 0 9 1  1.0
367.929 372.487 0 9 1  1.0
368.173 372.412 0 9 1  1.0
368.425 372.35 0 9 1  1.0
368.685 372.301 0 9 1  1.0
368.953 372.263 0 9 1  1.0
369.228 372.237 0 9 1  1.0
369.509 372.221 0 9 1  1.0
369.797 372.216 0 9 1  1.0
370.091 372.221 0 9 1  1.0
370.39 372.234 0 9 1  1.0
370.695 372.257 0 9 1  1.0
371.004 372.287 0 9 1  1.0
371.317 372.326 0 9 1  1.0
371.633 372.371 0 9 1  1.0
371.953 372.423 0 9 1  1.0
372.276 372.481 0 9 1  1.0
372.601 372.545 0 9 1  1.0
372.928 372.613 0 9 1  1.0
373.256 372.687 0 9 1  1.0
373.586 372.764 0 9 1  1.0
373.916 372.845 0 9 1  1.0
374.246 372.928 0 9 1  1.0
374.576 373.014 0 9 1  1.0
374.905 373.102 0 9 1  1.0
375.234 373.191 0 9 1  1.0
375.56 373.282 0 9 1  1.0
375.885 373.372 0 9 1  1.0
376.207 373.462 0 9 1  1.0
376.644 373.585 0 9 1  1.0
377.075 373.706 0 9 1  1.0
377.501 373.827 0 9 1  1.0
377.923 373.946 0 9 1  1.0
378.339 374.065 0 9 1  1.0
378.751 374.184 0 9 1  1.0
379.158 374.302 0 9 1  1.0
379.561 374.421 0 9 1  1.0
379.96 374.539 0 9 1  1.0
380.354 374.658 0 9 1  1.0
380.745 374.778 0 9 1  1.0
381.131 374.898 0 9 1  1.0
381.514 375.019 0 9 1  1.0
381.894 375.141 0 9 1  1.0
382.27 375.265 0 9 1  1.0
382.643 375.39 0 9 1  1.0
383.013 375.517 0 9 1  1.0
383.38 375.645 0 9 1  1.0
383.744 375.776 0 9 1  1.0
384.105 375.909 0 9 1  1.0
384.464 376.044 0 9 1  1.0
384.821 376.182 0 9 1  1.0
385.175 376.323 0 9 1  1.0
385.527 376.467 0 9 1  1.0
385.878 376.614 0 9 1  1.0
386.226 376.764 0 9 1  1.0
386.573 376.918 0 9 1  1.0
386.919 377.076 0 9 1  1.0
387.263 377.238 0 9 1  1.0
387.606 377.404 0 9 1  1.0
387.947 377.574 0 9 1  1.0
388.288 377.749 0 9 1  1.0
388.696 377.965 0 9 1  1.0
389.103 378.187 0 9 1  1.0
389.51 378.415 0 9 1  1.0
389.917 378.648 0 9 1  1.0
390.324 378.885 0 9 1  1.0
390.731 379.127 0 9 1  1.0
391.14 379.372 0 9 1  1.0
391.549 379.62 0 9 1  1.0
391.961 379.871 0 9 1  1.0
392.374 380.123 0 9 1  1.0
392.789 380.377 0 9 1  1.0
393.208 380.632 0 9 1  1.0
393.629 380.886 0 9 1  1.0
394.053 381.141 0 9 1  1.0
394.481 381.394 0 9 1  1.0
394.914 381.646 0 9 1  1.0
395.356 381.9 0 9 1  1.0
395.801 382.153 0 9 1  1.0
396.246 382.407 0 9 1  1.0
396.689 382.663 0 9 1  1.0
397.129 382.921 0 9 1  1.0
397.563 383.184 0 9 1  1.0
397.99 383.452 0 9 1  1.0
398.407 383.727 0 9 1  1.0
398.812 384.01 0 9 1  1.0
399.203 384.302 0 9 1  1.0
399.579 384.605 0 9 1  1.0
399.936 384.92 0 9 1  1.0
400.274 385.248 0 9 1  1.0
400.59 385.59 0 9 1  1.0
400.883 385.948 0 9 1  1.0
401.149 386.323 0 9 1  1.0
401.308 386.577 0 9 1  1.0
401.455 386.838 0 9 1  1.0
401.591 387.106 0 9 1  1.0
401.716 387.381 0 9 1  1.0
401.831 387.663 0 9 1  1.0
401.935 387.95 0 9 1  1.0
402.028 388.243 0 9 1  1.0
402.112 388.542 0 9 1  1.0
402.187 388.846 0 9 1  1.0
402.252 389.154 0 9 1  1.0
402.308 389.467 0 9 1  1.0
402.356 389.783 0 9 1  1.0
402.395 390.104 0 9 1  1.0
402.426 390.428 0 9 1  1.0
402.449 390.754 0 9 1  1.0
402.465 391.084 0 9 1  1.0
402.473 391.416 0 9 1  1.0
402.475 391.75 0 9 1  1.0
402.47 392.086 0 9 1  1.0
402.458 392.423 0 9 1  1.0
402.44 392.761 0 9 1  1.0
402.417 393.1 0 9 1  1.0
402.388 393.439 0 9 1  1.0
