395.528 401.188 0 0 1  1.0
395.822 400.8 0 0 1  1.0
396.111 400.41 0 0 1  1.0
396.398 400.021 0 0 1  1.0
396.683 399.634 0 0 1  1.0
396.97 399.251 0 0 1  1.0
397.251 398.9 0 0 1  1.0
397.539 398.566 0 0 1  1.0
397.831 398.24 0 0 1  1.0
398.163 397.874 0 0 1  1.0
398.467 397.568 0 0 1  1.0
398.778 397.275 0 0 1  1.0
399.098 396.994 0 0 1  1.0
399.426 396.729 0 0 1  1.0
399.793 396.459 0 0 1  1.0
400.199 396.191 0 0 1  1.0
400.621 395.948 0 0 1  1.0
401.041 395.74 0 0 1  1.0
401.451 395.571 0 0 1  1.0
401.918 395.408 0 0 1  1.0
402.4 395.271 0 0 1  1.0
402.844 395.177 0 0 1  1.0
403.299 395.102 0 0 1  1.0
403.763 395.044 0 0 1  1.0
404.235 395.002 0 0 1  1.0
404.716 394.978 0 0 1  1.0
405.204 394.968 0 0 1  1.0
405.697 394.973 0 0 1  1.0
406.196 394.99 0 0 1  1.0
406.698 395.021 0 0 1  1.0
407.204 395.064 0 0 1  1.0
407.712 395.118 0 0 1  1.0
408.222 395.183 0 0 1  1.0
408.692 395.247 0 0 1  1.0
409.149 395.316 0 0 1  1.0
409.606 395.392 0 0 1  1.0
410.061 395.474 0 0 1  1.0
410.514 395.563 0 0 1  1.0
410.964 395.657 0 0 1  1.0
411.41 395.756 0 0 1  1.0
411.851 395.861 0 0 1  1.0
412.287 395.971 0 0 1  1.0
412.718 396.087 0 0 1  1.0
413.143 396.208 0 0 1  1.0
413.574 396.34 0 0 1  1.0
413.979 396.467 0 0 1  1.0
414.371 396.596 0 0 1  1.0
414.756 396.73 0 0 1  1.0
415.137 396.869 0 0 1  1.0
415.511 397.014 0 0 1  1.0
415.881 397.166 0 0 1  1.0
416.247 397.324 0 0 1  1.0
416.607 397.489 0 0 1  1.0
416.964 397.661 0 0 1  1.0
417.316 397.84 0 0 1  1.0
417.698 398.051 0 0 1  1.0
418.088 398.278 0 0 1  1.0
418.472 398.513 0 0 1  1.0
418.852 398.757 0 0 1  1.0
419.228 399.009 0 0 1  1.0
419.599 399.269 0 0 1  1.0
419.966 399.538 0 0 1  1.0
420.329 399.815 0 0 1  1.0
420.72 400.127 0 0 1  1.0
421.116 400.456 0 0 1  1.0
421.508 400.794 0 0 1  1.0
421.896 401.14 0 0 1  1.0
422.28 401.494 0 0 1  1.0
422.661 401.856 0 0 1  1.0
423.038 402.225 0 0 1  1.0
423.411 402.601 0 0 1  1.0
423.782 402.984 0 0 1  1.0
424.122 403.342 0 0 1  1.0
424.472 403.72 0 0 1  1.0
424.8 404.08 0 0 1  1.0
425.116 404.435 0 0 1  1.0
425.431 404.794 0 0 1  1.0
425.744 405.158 0 0 1  1.0
426.055 405.526 0 0 1  1.0
426.365 405.898 0 0 1  1.0
426.674 406.273 0 0 1  1.0
426.981 406.652 0 0 1  1.0
427.286 407.033 0 0 1  1.0
427.589 407.415 0 0 1  1.0
427.891 407.799 0 0 1  1.0
428.191 408.185 0 0 1  1.0
428.49 408.573 0 0 1  1.0
428.787 408.962 0 0 1  1.0
429.083 409.352 0 0 1  1.0
429.378 409.743 0 0 1  1.0
