409.321 342.346 0 10 1  1.0
409.799 342.211 0 10 1  1.0
410.282 342.095 0 10 1  1.0
410.768 342 0 10 1  1.0
411.257 341.924 0 10 1  1.0
411.749 341.868 0 10 1  1.0
412.243 341.83 0 10 1  1.0
412.739 341.811 0 10 1  1.0
413.235 341.81 0 10 1  1.0
413.733 341.826 0 10 1  1.0
414.231 341.86 0 10 1  1.0
414.728 341.911 0 10 1  1.0
415.225 341.979 0 10 1  1.0
415.72 342.063 0 10 1  1.0
416.213 342.163 0 10 1  1.0
416.704 342.279 0 10 1  1.0
417.193 342.41 0 10 1  1.0
417.678 342.556 0 10 1  1.0
418.159 342.716 0 10 1  1.0
418.637 342.891 0 10 1  1.0
419.109 343.079 0 10 1  1.0
419.576 343.281 0 10 1  1.0
420.037 343.496 0 10 1  1.0
420.493 343.724 0 10 1  1.0
420.941 343.965 0 10 1  1.0
421.382 344.217 0 10 1  1.0
421.816 344.481 0 10 1  1.0
422.241 344.757 0 10 1  1.0
422.658 345.043 0 10 1  1.0
423.065 345.34 0 10 1  1.0
423.463 345.648 0 10 1  1.0
423.851 345.965 0 10 1  1.0
424.228 346.292 0 10 1  1.0
424.568 346.604 0 10 1  1.0
424.898 346.923 0 10 1  1.0
425.219 347.25 0 10 1  1.0
425.531 347.585 0 10 1  1.0
425.833 347.926 0 10 1  1.0
426.127 348.274 0 10 1  1.0
426.411 348.629 0 10 1  1.0
426.686 348.99 0 10 1  1.0
426.952 349.358 0 10 1  1.0
427.209 349.731 0 10 1  1.0
427.458 350.11 0 10 1  1.0
427.698 350.495 0 10 1  1.0
427.929 350.885 0 10 1  1.0
428.152 351.28 0 10 1  1.0
428.366 351.68 0 10 1  1.0
428.572 352.084 0 10 1  1.0
428.77 352.493 0 10 1  1.0
428.96 352.906 0 10 1  1.0
429.141 353.323 0 10 1  1.0
429.315 353.744 0 10 1  1.0
429.48 354.169 0 10 1  1.0
429.638 354.596 0 10 1  1.0
429.788 355.027 0 10 1  1.0
429.93 355.461 0 10 1  1.0
430.065 355.897 0 10 1  1.0
430.193 356.336 0 10 1  1.0
430.313 356.777 0 10 1  1.0
430.425 357.219 0 10 1  1.0
430.531 357.664 0 10 1  1.0
430.629 358.11 0 10 1  1.0
430.72 358.558 0 10 1  1.0
430.804 359.007 0 10 1  1.0
430.891 359.523 0 10 1  1.0
430.969 360.04 0 10 1  1.0
431.035 360.558 0 10 1  1.0
431.089 361.075 0 10 1  1.0
431.127 361.593 0 10 1  1.0
431.15 362.11 0 10 1  1.0
431.157 362.626 0 10 1  1.0
431.147 363.141 0 10 1  1.0
431.116 363.654 0 10 1  1.0
431.064 364.165 0 10 1  1.0
430.992 364.669 0 10 1  1.0
430.896 365.162 0 10 1  1.0
430.77 365.647 0 10 1  1.0
430.628 366.09 0 10 1  1.0
430.463 366.517 0 10 1  1.0
430.275 366.926 0 10 1  1.0
430.013 367.394 0 10 1  1.0
429.746 367.776 0 10 1  1.0
429.393 368.19 0 10 1  1.0
428.999 368.537 0 10 1  1.0
428.572 368.828 0 10 1  1.0
428.108 369.049 0 10 1  1.0
427.616 369.217 0 10 1  1.0
427.091 369.326 0 10 1  1.0
426.635 369.385 0 10 1  1.0
426.163 369.419 0 10 1  1.0
425.673 369.434 0 10 1  1.0
425.169 369.441 0 10 1  1.0
424.654 369.446 0 10 1  1.0
424.129 369.459 0 10 1  1.0
423.594 369.49 0 10 1  1.0
423.053 369.543 0 10 1  1.0
422.507 369.623 0 10 1  1.0
422.01 369.718 0 10 1  1.0
421.509 369.839 0 10 1  1.0
421.06 369.966 0 10 1  1.0
420.554 370.126 0 10 1  1.0
420.046 370.298 0 10 1  1.0
419.558 370.457 0 10 1  1.0
419.078 370.613 0 10 1  1.0
418.591 370.772 0 10 1  1.0
