402.289 416.428 0 6 1  1.0
402.558 416.295 0 6 1  1.0
402.831 416.17 0 6 1  1.0
403.107 416.051 0 6 1  1.0
403.387 415.94 0 6 1  1.0
403.67 415.836 0 6 1  1.0
403.956 415.738 0 6 1  1.0
404.246 415.648 0 6 1  1.0
404.538 415.565 0 6 1  1.0
404.833 415.488 0 6 1  1.0
405.13 415.419 0 6 1  1.0
405.43 415.356 0 6 1  1.0
405.733 415.299 0 6 1  1.0
406.038 415.25 0 6 1  1.0
406.344 415.207 0 6 1  1.0
406.653 415.17 0 6 1  1.0
406.964 415.14 0 6 1  1.0
407.276 415.116 0 6 1  1.0
407.59 415.099 0 6 1  1.0
407.905 415.088 0 6 1  1.0
408.222 415.083 0 6 1  1.0
408.54 415.084 0 6 1  1.0
408.859 415.091 0 6 1  1.0
409.179 415.105 0 6 1  1.0
409.499 415.124 0 6 1  1.0
409.821 415.15 0 6 1  1.0
410.143 415.181 0 6 1  1.0
410.465 415.218 0 6 1  1.0
410.787 415.261 0 6 1  1.0
411.11 415.31 0 6 1  1.0
411.433 415.364 0 6 1  1.0
411.755 415.424 0 6 1  1.0
412.077 415.489 0 6 1  1.0
412.399 415.56 0 6 1  1.0
412.721 415.636 0 6 1  1.0
413.041 415.718 0 6 1  1.0
413.361 415.805 0 6 1  1.0
413.68 415.897 0 6 1  1.0
413.998 415.995 0 6 1  1.0
414.315 416.097 0 6 1  1.0
414.63 416.205 0 6 1  1.0
414.944 416.318 0 6 1  1.0
415.257 416.436 0 6 1  1.0
415.567 416.558 0 6 1  1.0
415.876 416.686 0 6 1  1.0
416.183 416.818 0 6 1  1.0
416.488 416.955 0 6 1  1.0
416.79 417.097 0 6 1  1.0
417.09 417.243 0 6 1  1.0
417.388 417.394 0 6 1  1.0
417.683 417.55 0 6 1  1.0
417.975 417.71 0 6 1  1.0
418.265 417.874 0 6 1  1.0
418.551 418.043 0 6 1  1.0
418.834 418.216 0 6 1  1.0
419.114 418.393 0 6 1  1.0
419.39 418.574 0 6 1  1.0
419.663 418.76 0 6 1  1.0
419.932 418.95 0 6 1  1.0
420.198 419.143 0 6 1  1.0
420.459 419.341 0 6 1  1.0
420.717 419.542 0 6 1  1.0
420.97 419.748 0 6 1  1.0
421.219 419.957 0 6 1  1.0
421.463 420.17 0 6 1  1.0
421.74 420.421 0 6 1  1.0
422.011 420.677 0 6 1  1.0
422.276 420.937 0 6 1  1.0
422.534 421.202 0 6 1  1.0
422.786 421.472 0 6 1  1.0
423.032 421.745 0 6 1  1.0
423.271 422.024 0 6 1  1.0
423.504 422.306 0 6 1  1.0
423.731 422.592 0 6 1  1.0
423.951 422.882 0 6 1  1.0
424.164 423.175 0 6 1  1.0
424.371 423.473 0 6 1  1.0
424.571 423.773 0 6 1  1.0
424.765 424.077 0 6 1  1.0
424.952 424.385 0 6 1  1.0
425.132 424.695 0 6 1  1.0
425.306 425.009 0 6 1  1.0
425.473 425.325 0 6 1  1.0
425.632 425.644 0 6 1  1.0
425.786 425.966 0 6 1  1.0
425.932 426.29 0 6 1  1.0
426.071 426.617 0 6 1  1.0
426.203 426.946 0 6 1  1.0
426.328 427.277 0 6 1  1.0
426.447 427.611 0 6 1  1.0
426.558 427.946 0 6 1  1.0
426.662 428.283 0 6 1  1.0
426.759 428.621 0 6 1  1.0
426.849 428.962 0 6 1  1.0
426.931 429.303 0 6 1  1.0
427.007 429.646 0 6 1  1.0
427.075 429.991 0 6 1  1.0
427.138 430.349 0 6 1  1.0
427.193 430.708 0 6 1  1.0
427.241 431.068 0 6 1  1.0
427.281 431.429 0 6 1  1.0
427.314 431.791 0 6 1  1.0
427.34 432.154 0 6 1  1.0
427.36 432.518 0 6 1  1.0
427.373 432.883 0 6 1  1.0
427.379 433.248 0 6 1  1.0
427.379 433.614 0 6 1  1.0
427.373 433.98 0 6 1  1.0
427.361 434.347 0 6 1  1.0
427.343 434.714 0 6 1  1.0
427.319 435.082 0 6 1  1.0
427.291 435.449 0 6 1  1.0
427.256 435.817 0 6 1  1.0
427.217 436.186 0 6 1  1.0
427.173 436.554 0 6 1  1.0
427.124 436.922 0 6 1  1.0
427.071 437.29 0 6 1  1.0
427.013 437.658 0 6 1  1.0
426.951 438.026 0 6 1  1.0
426.885 438.394 0 6 1  1.0
426.816 438.761 0 6 1  1.0
426.742 439.128 0 6 1  1.0
426.665 439.495 0 6 1  1.0
426.585 439.861 0 6 1  1.0
426.501 440.227 0 6 1  1.0
426.415 440.592 0 6 1  1.0
426.326 440.956 0 6 1  1.0
426.234 441.319 0 6 1  1.0
426.14 441.682 0 6 1  1.0
426.027 442.101 0 6 1  1.0
425.912 442.519 0 6 1  1.0
425.793 442.936 0 6 1  1.0
425.67 443.351 0 6 1  1.0
425.544 443.764 0 6 1  1.0
425.414 444.176 0 6 1  1.0
425.279 444.585 0 6 1  1.0
425.141 444.993 0 6 1  1.0
424.997 445.398 0 6 1  1.0
424.85 445.801 0 6 1  1.0
424.697 446.202 0 6 1  1.0
424.539 446.6 0 6 1  1.0
424.376 446.996 0 6 1  1.0
424.208 447.388 0 6 1  1.0
424.034 447.778 0 6 1  1.0
423.855 448.165 0 6 1  1.0
423.669 448.549 0 6 1  1.0
423.478 448.929 0 6 1  1.0
423.28 449.306 0 6 1  1.0
423.076 449.679 0 6 1  1.0
422.865 450.049 0 6 1  1.0
422.648 450.415 0 6 1  1.0
422.423 450.777 0 6 1  1.0
422.192 451.135 0 6 1  1.0
421.953 451.489 0 6 1  1.0
421.706 451.839 0 6 1  1.0
421.452 452.185 0 6 1  1.0
421.19 452.525 0 6 1  1.0
420.92 452.862 0 6 1  1.0
420.642 453.193 0 6 1  1.0
420.355 453.52 0 6 1  1.0
420.06 453.841 0 6 1  1.0
419.803 454.109 0 6 1  1.0
419.541 454.373 0 6 1  1.0
419.272 454.633 0 6 1  1.0
418.998 454.889 0 6 1  1.0
418.719 455.139 0 6 1  1.0
418.434 455.384 0 6 1  1.0
418.144 455.624 0 6 1  1.0
417.849 455.858 0 6 1  1.0
417.549 456.087 0 6 1  1.0
417.244 456.308 0 6 1  1.0
416.936 456.523 0 6 1  1.0
416.623 456.732 0 6 1  1.0
416.306 456.933 0 6 1  1.0
415.985 457.126 0 6 1  1.0
415.661 457.312 0 6 1  1.0
415.333 457.489 0 6 1  1.0
415.002 457.658 0 6 1  1.0
414.668 457.819 0 6 1  1.0
414.33 457.97 0 6 1  1.0
413.991 458.112 0 6 1  1.0
413.648 458.245 0 6 1  1.0
413.304 458.368 0 6 1  1.0
412.957 458.48 0 6 1  1.0
412.608 458.582 0 6 1  1.0
412.258 458.673 0 6 1  1.0
411.906 458.754 0 6 1  1.0
411.553 458.822 0 6 1  1.0
411.198 458.88 0 6 1  1.0
410.842 458.925 0 6 1  1.0
410.486 458.958 0 6 1  1.0
410.129 458.978 0 6 1  1.0
409.771 458.986 0 6 1  1.0
409.412 458.98 0 6 1  1.0
409.052 458.962 0 6 1  1.0
408.692 458.931 0 6 1  1.0
408.333 458.888 0 6 1  1.0
407.975 458.833 0 6 1  1.0
407.617 458.767 0 6 1  1.0
407.261 458.691 0 6 1  1.0
406.907 458.604 0 6 1  1.0
406.554 458.506 0 6 1  1.0
406.204 458.4 0 6 1  1.0
405.856 458.284 0 6 1  1.0
405.51 458.16 0 6 1  1.0
405.168 458.027 0 6 1  1.0
404.828 457.886 0 6 1  1.0
404.492 457.738 0 6 1  1.0
404.159 457.583 0 6 1  1.0
403.761 457.385 0 6 1  1.0
403.369 457.178 0 6 1  1.0
402.983 456.962 0 6 1  1.0
402.603 456.736 0 6 1  1.0
402.229 456.501 0 6 1  1.0
401.861 456.258 0 6 1  1.0
401.5 456.005 0 6 1  1.0
401.145 455.745 0 6 1  1.0
400.796 455.475 0 6 1  1.0
400.455 455.198 0 6 1  1.0
400.119 454.913 0 6 1  1.0
399.791 454.62 0 6 1  1.0
399.47 454.319 0 6 1  1.0
399.155 454.011 0 6 1  1.0
398.848 453.696 0 6 1  1.0
398.547 453.374 0 6 1  1.0
398.369 453.175 0 6 1  1.0
398.193 452.973 0 6 1  1.0
398.02 452.77 0 6 1  1.0
397.849 452.563 0 6 1  1.0
397.681 452.355 0 6 1  1.0
397.516 452.144 0 6 1  1.0
397.354 451.931 0 6 1  1.0
397.194 451.716 0 6 1  1.0
397.036 451.498 0 6 1  1.0
396.882 451.279 0 6 1  1.0
396.73 451.057 0 6 1  1.0
396.581 450.833 0 6 1  1.0
396.434 450.608 0 6 1  1.0
396.29 450.38 0 6 1  1.0
396.149 450.15 0 6 1  1.0
396.011 449.919 0 6 1  1.0
395.875 449.686 0 6 1  1.0
395.741 449.451 0 6 1  1.0
395.611 449.214 0 6 1  1.0
395.483 448.975 0 6 1  1.0
395.358 448.735 0 6 1  1.0
395.235 448.493 0 6 1  1.0
395.115 448.25 0 6 1  1.0
394.998 448.005 0 6 1  1.0
394.883 447.759 0 6 1  1.0
