366.244 399.406 0 9 1  1.0
366.593 399.066 0 9 1  1.0
366.955 398.736 0 9 1  1.0
367.33 398.416 0 9 1  1.0
367.719 398.107 0 9 1  1.0
368.122 397.812 0 9 1  1.0
368.539 397.529 0 9 1  1.0
368.97 397.259 0 9 1  1.0
369.416 397.004 0 9 1  1.0
369.877 396.763 0 9 1  1.0
370.351 396.537 0 9 1  1.0
370.84 396.324 0 9 1  1.0
371.341 396.126 0 9 1  1.0
371.856 395.943 0 9 1  1.0
372.332 395.79 0 9 1  1.0
372.805 395.649 0 9 1  1.0
373.331 395.503 0 9 1  1.0
373.818 395.383 0 9 1  1.0
374.311 395.271 0 9 1  1.0
374.802 395.172 0 9 1  1.0
375.305 395.079 0 9 1  1.0
375.777 394.982 0 9 1  1.0
376.269 394.895 0 9 1  1.0
376.735 394.815 0 9 1  1.0
377.217 394.739 0 9 1  1.0
377.701 394.666 0 9 1  1.0
378.192 394.601 0 9 1  1.0
378.673 394.541 0 9 1  1.0
379.16 394.486 0 9 1  1.0
379.647 394.435 0 9 1  1.0
380.137 394.39 0 9 1  1.0
380.617 394.348 0 9 1  1.0
381.101 394.312 0 9 1  1.0
381.583 394.282 0 9 1  1.0
382.073 394.258 0 9 1  1.0
382.539 394.239 0 9 1  1.0
383.012 394.225 0 9 1  1.0
383.478 394.217 0 9 1  1.0
383.968 394.222 0 9 1  1.0
384.473 394.235 0 9 1  1.0
385.003 394.261 0 9 1  1.0
385.453 394.286 0 9 1  1.0
385.961 394.326 0 9 1  1.0
386.456 394.382 0 9 1  1.0
386.924 394.446 0 9 1  1.0
387.428 394.528 0 9 1  1.0
387.927 394.622 0 9 1  1.0
388.419 394.731 0 9 1  1.0
388.905 394.856 0 9 1  1.0
389.385 394.995 0 9 1  1.0
389.859 395.149 0 9 1  1.0
390.338 395.323 0 9 1  1.0
390.823 395.522 0 9 1  1.0
391.249 395.716 0 9 1  1.0
391.728 395.949 0 9 1  1.0
392.199 396.197 0 9 1  1.0
392.662 396.46 0 9 1  1.0
393.118 396.738 0 9 1  1.0
393.568 397.028 0 9 1  1.0
394.013 397.333 0 9 1  1.0
394.452 397.652 0 9 1  1.0
394.887 397.982 0 9 1  1.0
395.318 398.324 0 9 1  1.0
395.703 398.642 0 9 1  1.0
396.055 398.942 0 9 1  1.0
396.45 399.292 0 9 1  1.0
396.83 399.639 0 9 1  1.0
