406.743 332.423 0 9 1  1.0
406.924 332.272 0 9 1  1.0
407.111 332.13 0 9 1  1.0
407.303 331.995 0 9 1  1.0
407.5 331.869 0 9 1  1.0
407.702 331.749 0 9 1  1.0
407.909 331.638 0 9 1  1.0
408.12 331.534 0 9 1  1.0
408.336 331.437 0 9 1  1.0
408.556 331.348 0 9 1  1.0
408.781 331.266 0 9 1  1.0
409.009 331.19 0 9 1  1.0
409.242 331.122 0 9 1  1.0
409.478 331.061 0 9 1  1.0
409.719 331.006 0 9 1  1.0
409.963 330.958 0 9 1  1.0
410.21 330.917 0 9 1  1.0
410.461 330.882 0 9 1  1.0
410.715 330.854 0 9 1  1.0
410.972 330.831 0 9 1  1.0
411.232 330.815 0 9 1  1.0
411.495 330.805 0 9 1  1.0
411.761 330.801 0 9 1  1.0
412.029 330.802 0 9 1  1.0
412.3 330.81 0 9 1  1.0
412.573 330.823 0 9 1  1.0
412.848 330.841 0 9 1  1.0
413.126 330.866 0 9 1  1.0
413.406 330.895 0 9 1  1.0
413.687 330.929 0 9 1  1.0
413.97 330.969 0 9 1  1.0
414.255 331.014 0 9 1  1.0
414.541 331.063 0 9 1  1.0
414.829 331.118 0 9 1  1.0
415.117 331.177 0 9 1  1.0
415.407 331.241 0 9 1  1.0
415.698 331.309 0 9 1  1.0
415.99 331.382 0 9 1  1.0
416.282 331.459 0 9 1  1.0
416.575 331.54 0 9 1  1.0
416.869 331.626 0 9 1  1.0
417.163 331.715 0 9 1  1.0
417.457 331.808 0 9 1  1.0
417.751 331.905 0 9 1  1.0
418.045 332.006 0 9 1  1.0
418.339 332.11 0 9 1  1.0
418.633 332.218 0 9 1  1.0
418.926 332.329 0 9 1  1.0
419.219 332.444 0 9 1  1.0
419.511 332.561 0 9 1  1.0
419.802 332.682 0 9 1  1.0
420.093 332.806 0 9 1  1.0
420.382 332.932 0 9 1  1.0
420.67 333.062 0 9 1  1.0
420.957 333.194 0 9 1  1.0
421.242 333.328 0 9 1  1.0
421.526 333.465 0 9 1  1.0
421.808 333.605 0 9 1  1.0
422.089 333.746 0 9 1  1.0
422.367 333.89 0 9 1  1.0
422.644 334.036 0 9 1  1.0
422.918 334.184 0 9 1  1.0
423.19 334.334 0 9 1  1.0
423.459 334.485 0 9 1  1.0
423.726 334.638 0 9 1  1.0
424.01 334.804 0 9 1  1.0
424.29 334.972 0 9 1  1.0
424.568 335.142 0 9 1  1.0
424.842 335.313 0 9 1  1.0
425.113 335.487 0 9 1  1.0
425.381 335.662 0 9 1  1.0
425.646 335.839 0 9 1  1.0
425.908 336.018 0 9 1  1.0
426.166 336.198 0 9 1  1.0
426.422 336.381 0 9 1  1.0
426.674 336.565 0 9 1  1.0
426.923 336.751 0 9 1  1.0
427.168 336.939 0 9 1  1.0
427.411 337.128 0 9 1  1.0
427.65 337.32 0 9 1  1.0
427.886 337.513 0 9 1  1.0
428.119 337.708 0 9 1  1.0
428.348 337.906 0 9 1  1.0
428.574 338.104 0 9 1  1.0
428.797 338.305 0 9 1  1.0
429.016 338.508 0 9 1  1.0
429.233 338.712 0 9 1  1.0
429.445 338.919 0 9 1  1.0
429.655 339.127 0 9 1  1.0
429.861 339.337 0 9 1  1.0
430.064 339.549 0 9 1  1.0
430.263 339.763 0 9 1  1.0
430.459 339.979 0 9 1  1.0
430.652 340.196 0 9 1  1.0
430.841 340.416 0 9 1  1.0
431.027 340.637 0 9 1  1.0
431.209 340.861 0 9 1  1.0
431.388 341.086 0 9 1  1.0
431.564 341.313 0 9 1  1.0
431.736 341.542 0 9 1  1.0
431.904 341.773 0 9 1  1.0
432.069 342.006 0 9 1  1.0
432.231 342.241 0 9 1  1.0
432.389 342.478 0 9 1  1.0
432.543 342.717 0 9 1  1.0
432.694 342.957 0 9 1  1.0
432.842 343.2 0 9 1  1.0
432.986 343.445 0 9 1  1.0
433.126 343.691 0 9 1  1.0
433.263 343.939 0 9 1  1.0
433.396 344.19 0 9 1  1.0
433.526 344.442 0 9 1  1.0
433.652 344.697 0 9 1  1.0
433.775 344.953 0 9 1  1.0
433.893 345.211 0 9 1  1.0
434.009 345.472 0 9 1  1.0
434.12 345.734 0 9 1  1.0
434.228 345.998 0 9 1  1.0
434.332 346.264 0 9 1  1.0
434.433 346.533 0 9 1  1.0
434.53 346.803 0 9 1  1.0
434.623 347.075 0 9 1  1.0
434.713 347.349 0 9 1  1.0
434.799 347.626 0 9 1  1.0
434.881 347.904 0 9 1  1.0
434.959 348.184 0 9 1  1.0
435.034 348.466 0 9 1  1.0
435.104 348.751 0 9 1  1.0
435.172 349.037 0 9 1  1.0
435.266 349.478 0 9 1  1.0
435.352 349.922 0 9 1  1.0
435.427 350.37 0 9 1  1.0
435.492 350.819 0 9 1  1.0
435.545 351.27 0 9 1  1.0
435.585 351.721 0 9 1  1.0
435.613 352.171 0 9 1  1.0
435.628 352.62 0 9 1  1.0
435.628 353.067 0 9 1  1.0
435.613 353.51 0 9 1  1.0
435.582 353.949 0 9 1  1.0
435.535 354.383 0 9 1  1.0
435.472 354.812 0 9 1  1.0
435.39 355.233 0 9 1  1.0
435.29 355.647 0 9 1  1.0
435.172 356.052 0 9 1  1.0
435.082 356.317 0 9 1  1.0
434.983 356.577 0 9 1  1.0
434.876 356.834 0 9 1  1.0
434.761 357.086 0 9 1  1.0
434.638 357.334 0 9 1  1.0
434.506 357.578 0 9 1  1.0
434.367 357.818 0 9 1  1.0
434.221 358.054 0 9 1  1.0
434.067 358.285 0 9 1  1.0
433.906 358.513 0 9 1  1.0
433.737 358.737 0 9 1  1.0
433.562 358.956 0 9 1  1.0
433.38 359.172 0 9 1  1.0
433.191 359.384 0 9 1  1.0
432.996 359.592 0 9 1  1.0
432.795 359.795 0 9 1  1.0
432.587 359.995 0 9 1  1.0
432.374 360.191 0 9 1  1.0
432.154 360.383 0 9 1  1.0
431.929 360.572 0 9 1  1.0
431.699 360.756 0 9 1  1.0
431.463 360.937 0 9 1  1.0
431.222 361.113 0 9 1  1.0
430.976 361.286 0 9 1  1.0
430.725 361.455 0 9 1  1.0
430.47 361.621 0 9 1  1.0
430.21 361.783 0 9 1  1.0
429.946 361.94 0 9 1  1.0
429.678 362.095 0 9 1  1.0
429.405 362.245 0 9 1  1.0
429.129 362.392 0 9 1  1.0
428.849 362.535 0 9 1  1.0
428.566 362.675 0 9 1  1.0
428.279 362.81 0 9 1  1.0
427.989 362.943 0 9 1  1.0
427.696 363.071 0 9 1  1.0
427.4 363.196 0 9 1  1.0
427.102 363.318 0 9 1  1.0
426.801 363.436 0 9 1  1.0
426.497 363.55 0 9 1  1.0
426.191 363.661 0 9 1  1.0
425.884 363.769 0 9 1  1.0
425.574 363.873 0 9 1  1.0
425.263 363.973 0 9 1  1.0
424.95 364.07 0 9 1  1.0
424.636 364.164 0 9 1  1.0
424.32 364.254 0 9 1  1.0
424.004 364.341 0 9 1  1.0
423.686 364.424 0 9 1  1.0
423.368 364.504 0 9 1  1.0
423.049 364.581 0 9 1  1.0
422.73 364.654 0 9 1  1.0
422.41 364.725 0 9 1  1.0
422.091 364.791 0 9 1  1.0
421.771 364.855 0 9 1  1.0
421.452 364.915 0 9 1  1.0
421.133 364.972 0 9 1  1.0
420.815 365.026 0 9 1  1.0
420.498 365.077 0 9 1  1.0
420.181 365.124 0 9 1  1.0
419.865 365.168 0 9 1  1.0
