390.802 337.896 0 8 1  1.0
391.216 337.79 0 8 1  1.0
391.633 337.695 0 8 1  1.0
392.053 337.611 0 8 1  1.0
392.476 337.54 0 8 1  1.0
392.902 337.48 0 8 1  1.0
393.33 337.431 0 8 1  1.0
393.761 337.395 0 8 1  1.0
394.193 337.369 0 8 1  1.0
394.628 337.356 0 8 1  1.0
395.063 337.353 0 8 1  1.0
395.5 337.362 0 8 1  1.0
395.938 337.383 0 8 1  1.0
396.377 337.415 0 8 1  1.0
396.816 337.458 0 8 1  1.0
397.256 337.512 0 8 1  1.0
397.695 337.578 0 8 1  1.0
398.135 337.655 0 8 1  1.0
398.574 337.744 0 8 1  1.0
399.013 337.843 0 8 1  1.0
399.45 337.954 0 8 1  1.0
399.887 338.076 0 8 1  1.0
400.322 338.208 0 8 1  1.0
400.756 338.352 0 8 1  1.0
401.188 338.507 0 8 1  1.0
401.618 338.673 0 8 1  1.0
402.045 338.85 0 8 1  1.0
402.471 339.038 0 8 1  1.0
402.893 339.237 0 8 1  1.0
403.313 339.447 0 8 1  1.0
403.729 339.667 0 8 1  1.0
404.142 339.899 0 8 1  1.0
404.551 340.141 0 8 1  1.0
404.867 340.337 0 8 1  1.0
405.179 340.539 0 8 1  1.0
405.489 340.747 0 8 1  1.0
405.794 340.962 0 8 1  1.0
406.096 341.182 0 8 1  1.0
406.393 341.408 0 8 1  1.0
406.685 341.64 0 8 1  1.0
406.971 341.877 0 8 1  1.0
407.251 342.119 0 8 1  1.0
407.525 342.367 0 8 1  1.0
407.792 342.62 0 8 1  1.0
408.052 342.878 0 8 1  1.0
408.304 343.14 0 8 1  1.0
408.547 343.407 0 8 1  1.0
408.782 343.679 0 8 1  1.0
409.008 343.955 0 8 1  1.0
409.224 344.235 0 8 1  1.0
409.43 344.519 0 8 1  1.0
409.626 344.807 0 8 1  1.0
409.81 345.099 0 8 1  1.0
409.983 345.394 0 8 1  1.0
410.145 345.693 0 8 1  1.0
410.294 345.995 0 8 1  1.0
410.43 346.301 0 8 1  1.0
410.553 346.609 0 8 1  1.0
410.662 346.92 0 8 1  1.0
410.757 347.234 0 8 1  1.0
410.838 347.551 0 8 1  1.0
410.903 347.869 0 8 1  1.0
410.953 348.191 0 8 1  1.0
410.987 348.514 0 8 1  1.0
411.005 348.84 0 8 1  1.0
411.002 349.281 0 8 1  1.0
410.97 349.724 0 8 1  1.0
410.911 350.169 0 8 1  1.0
410.824 350.614 0 8 1  1.0
410.713 351.058 0 8 1  1.0
410.577 351.5 0 8 1  1.0
