387.396 414.527 1 12 1  1.0
387.382 414.129 1 12 1  1.0
387.374 413.731 1 12 1  1.0
387.369 413.332 1 12 1  1.0
387.369 412.934 1 12 1  1.0
387.374 412.535 1 12 1  1.0
387.383 412.137 1 12 1  1.0
387.397 411.738 1 12 1  1.0
387.415 411.34 1 12 1  1.0
387.437 410.941 1 12 1  1.0
387.464 410.543 1 12 1  1.0
387.496 410.144 1 12 1  1.0
387.531 409.746 1 12 1  1.0
387.572 409.348 1 12 1  1.0
387.617 408.95 1 12 1  1.0
387.666 408.552 1 12 1  1.0
387.72 408.155 1 12 1  1.0
387.778 407.757 1 12 1  1.0
387.84 407.36 1 12 1  1.0
387.907 406.964 1 12 1  1.0
387.979 406.568 1 12 1  1.0
388.054 406.172 1 12 1  1.0
388.135 405.776 1 12 1  1.0
388.219 405.381 1 12 1  1.0
388.308 404.987 1 12 1  1.0
388.402 404.593 1 12 1  1.0
388.499 404.2 1 12 1  1.0
388.602 403.807 1 12 1  1.0
388.708 403.415 1 12 1  1.0
388.819 403.024 1 12 1  1.0
388.934 402.633 1 12 1  1.0
389.054 402.243 1 12 1  1.0
389.178 401.853 1 12 1  1.0
389.306 401.465 1 12 1  1.0
389.439 401.077 1 12 1  1.0
389.576 400.69 1 12 1  1.0
389.717 400.304 1 12 1  1.0
389.863 399.919 1 12 1  1.0
390.013 399.535 1 12 1  1.0
390.167 399.152 1 12 1  1.0
390.326 398.77 1 12 1  1.0
390.488 398.389 1 12 1  1.0
390.656 398.009 1 12 1  1.0
390.827 397.63 1 12 1  1.0
391.003 397.252 1 12 1  1.0
391.183 396.875 1 12 1  1.0
391.367 396.5 1 12 1  1.0
391.556 396.126 1 12 1  1.0
391.749 395.753 1 12 1  1.0
391.946 395.381 1 12 1  1.0
392.147 395.011 1 12 1  1.0
392.353 394.642 1 12 1  1.0
392.563 394.274 1 12 1  1.0
392.777 393.908 1 12 1  1.0
392.995 393.543 1 12 1  1.0
393.218 393.18 1 12 1  1.0
393.445 392.818 1 12 1  1.0
393.676 392.458 1 12 1  1.0
393.911 392.099 1 12 1  1.0
394.15 391.742 1 12 1  1.0
394.394 391.386 1 12 1  1.0
394.642 391.033 1 12 1  1.0
394.894 390.681 1 12 1  1.0
395.15 390.33 1 12 1  1.0
395.41 389.982 1 12 1  1.0
395.591 389.744 1 12 1  1.0
395.774 389.507 1 12 1  1.0
395.959 389.271 1 12 1  1.0
396.146 389.035 1 12 1  1.0
396.334 388.801 1 12 1  1.0
396.525 388.568 1 12 1  1.0
396.717 388.335 1 12 1  1.0
396.911 388.104 1 12 1  1.0
397.107 387.874 1 12 1  1.0
397.304 387.644 1 12 1  1.0
397.504 387.416 1 12 1  1.0
397.705 387.189 1 12 1  1.0
397.907 386.963 1 12 1  1.0
398.112 386.738 1 12 1  1.0
398.318 386.514 1 12 1  1.0
398.526 386.291 1 12 1  1.0
398.735 386.07 1 12 1  1.0
398.946 385.85 1 12 1  1.0
399.158 385.631 1 12 1  1.0
399.373 385.413 1 12 1  1.0
399.588 385.196 1 12 1  1.0
399.805 384.981 1 12 1  1.0
400.024 384.767 1 12 1  1.0
400.244 384.555 1 12 1  1.0
400.465 384.344 1 12 1  1.0
400.688 384.134 1 12 1  1.0
400.913 383.925 1 12 1  1.0
401.138 383.718 1 12 1  1.0
401.365 383.513 1 12 1  1.0
401.594 383.309 1 12 1  1.0
